,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm
4289,96.0,28.0,95.0,28.0,95.0,29.0,96.0,29.0,96.0,28.0,96.4122474193573,0.022750490881705304
4290,97.0,28.0,96.0,28.0,96.0,29.0,97.0,29.0,97.0,28.0,99.18522834777832,0.002776288834845846
4291,98.0,28.0,97.0,28.0,97.0,29.0,98.0,29.0,98.0,28.0,99.63300426801047,0.0007773005672108462
4292,99.0,28.0,98.0,28.0,98.0,29.0,99.0,29.0,99.0,28.0,14.25820142030716,0.0021389656174138415
4293,101.0,28.0,100.0,28.0,100.0,29.0,101.0,29.0,101.0,28.0,1.132542431017906e-14,0.0033749967654363145
4294,102.0,28.0,101.0,28.0,101.0,29.0,102.0,29.0,102.0,28.0,0.27375068748369813,0.0070927743913452084
4295,103.0,28.0,102.0,28.0,102.0,29.0,103.0,29.0,103.0,28.0,0.0014546083699921533,0.052770209627958926
4296,104.0,28.0,103.0,28.0,103.0,29.0,104.0,29.0,104.0,28.0,0.6108586055537064,0.03869020360528545
4297,105.0,28.0,104.0,28.0,104.0,29.0,105.0,29.0,105.0,28.0,58.092608054478966,0.08978377463534828
4298,106.0,28.0,105.0,28.0,105.0,29.0,106.0,29.0,106.0,28.0,22.14503437280655,0.09762319993634953
4299,107.0,28.0,106.0,28.0,106.0,29.0,107.0,29.0,107.0,28.0,8.616093794504803,0.10605443473624868
4300,108.0,28.0,107.0,28.0,107.0,29.0,108.0,29.0,108.0,28.0,1.7437690868973732,0.06166074270574458
4301,109.0,28.0,108.0,28.0,108.0,29.0,109.0,29.0,109.0,28.0,1.1589033218721547,0.06922763599318804
4302,110.0,28.0,109.0,28.0,109.0,29.0,110.0,29.0,110.0,28.0,0.22766133770346642,0.08119247181470761
4303,111.0,28.0,110.0,28.0,110.0,29.0,111.0,29.0,111.0,28.0,3.2686019937197366,0.060438116192777655
4304,112.0,28.0,111.0,28.0,111.0,29.0,112.0,29.0,112.0,28.0,51.57250563303629,0.12253746874631108
4305,113.0,28.0,112.0,28.0,112.0,29.0,113.0,29.0,113.0,28.0,33.948877453804016,0.2834698430483677
4306,114.0,28.0,113.0,28.0,113.0,29.0,114.0,29.0,114.0,28.0,1.411544345319271,0.2032303751623076
4307,115.0,28.0,114.0,28.0,114.0,29.0,115.0,29.0,115.0,28.0,0.19166110626732308,0.10199872796157361
4308,116.0,28.0,115.0,28.0,115.0,29.0,116.0,29.0,116.0,28.0,4.839432239532471,0.21664186034514704
4309,117.0,28.0,116.0,28.0,116.0,29.0,117.0,29.0,117.0,28.0,4.85054093102614,0.18438916728354865
4310,118.0,28.0,117.0,28.0,117.0,29.0,118.0,29.0,118.0,28.0,2.0844434077541036,0.09388357788887194
4311,119.0,28.0,118.0,28.0,118.0,29.0,119.0,29.0,119.0,28.0,13.841441770394644,0.06482013293026095
4312,120.0,28.0,119.0,28.0,119.0,29.0,120.0,29.0,120.0,28.0,5.573296298583349,0.04189162734797379
4313,121.0,28.0,120.0,28.0,120.0,29.0,121.0,29.0,121.0,28.0,26.1727308233579,0.24121637609582808
4314,122.0,28.0,121.0,28.0,121.0,29.0,122.0,29.0,122.0,28.0,26.633529861768086,0.1418598207607651
4317,-110.0,27.0,-111.0,27.0,-111.0,28.0,-110.0,28.0,-110.0,27.0,14.543407162030539,0.007523035812735637
4318,-109.0,27.0,-110.0,27.0,-110.0,28.0,-109.0,28.0,-109.0,27.0,22.341949244340263,0.023721040675080504
4319,-108.0,27.0,-109.0,27.0,-109.0,28.0,-108.0,28.0,-108.0,27.0,68.59752188126245,0.0021084814322135273
4320,-107.0,27.0,-108.0,27.0,-108.0,28.0,-107.0,28.0,-107.0,27.0,38.23479016621907,0.002404456706279058
4321,-106.0,27.0,-107.0,27.0,-107.0,28.0,-106.0,28.0,-106.0,27.0,0.13395313095922273,0.0008371805129159372
4322,-105.0,27.0,-106.0,27.0,-106.0,28.0,-105.0,28.0,-105.0,27.0,24.05420790115992,0.0051609653672499345
4323,-104.0,27.0,-105.0,27.0,-105.0,28.0,-104.0,28.0,-104.0,27.0,1.580092900743087,0.0020899244658709993
4325,-101.0,27.0,-102.0,27.0,-102.0,28.0,-101.0,28.0,-101.0,27.0,77.19599405924478,0.011115228121544113
4326,-100.0,27.0,-101.0,27.0,-101.0,28.0,-100.0,28.0,-100.0,27.0,74.54465428988138,0.0008498000529849642
4327,-99.0,27.0,-100.0,27.0,-100.0,28.0,-99.0,28.0,-99.0,27.0,33.59206020832062,0.020309783724787332
4328,-98.0,27.0,-99.0,27.0,-99.0,28.0,-98.0,28.0,-98.0,27.0,7.0334963500499725,0.001365482065204422
4329,-97.0,27.0,-98.0,27.0,-98.0,28.0,-97.0,28.0,-97.0,27.0,10.846596956253052,0.0006972448441794236
4330,-82.0,27.0,-83.0,27.0,-83.0,28.0,-82.0,28.0,-82.0,27.0,13.814952472845713,0.03530941476858195
4331,-81.0,27.0,-82.0,27.0,-82.0,28.0,-81.0,28.0,-81.0,27.0,9.316366165876389,0.014318914372968922
4332,-80.0,27.0,-81.0,27.0,-81.0,28.0,-80.0,28.0,-80.0,27.0,30.147183934847515,0.043034442374830256
4333,15.0,27.0,14.0,27.0,14.0,28.0,15.0,28.0,15.0,27.0,64.181387424469,0.0018518667014543935
4334,16.0,27.0,15.0,27.0,15.0,28.0,16.0,28.0,16.0,27.0,32.83662796020508,0.002018422956199108
4335,28.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,27.0,39.92096086343129,0.000738236407555334
4336,31.0,27.0,30.0,27.0,30.0,28.0,31.0,28.0,31.0,27.0,2.093801585336526,0.027885112415631463
4337,32.0,27.0,31.0,27.0,31.0,28.0,32.0,28.0,32.0,27.0,4.015984758734703,0.1397719638275821
4338,42.0,27.0,41.0,27.0,41.0,28.0,42.0,28.0,42.0,27.0,45.139315724372864,0.002445132938065084
4339,43.0,27.0,42.0,27.0,42.0,28.0,43.0,28.0,43.0,27.0,20.16067703564962,0.003629621209684978
4340,44.0,27.0,43.0,27.0,43.0,28.0,44.0,28.0,44.0,27.0,42.00547933578491,0.006210413694476956
4341,45.0,27.0,44.0,27.0,44.0,28.0,45.0,28.0,45.0,27.0,0.0,0.004801563537270548
4342,49.0,27.0,48.0,27.0,48.0,28.0,49.0,28.0,49.0,27.0,73.66555333137512,0.0011447715128711407
4343,50.0,27.0,49.0,27.0,49.0,28.0,50.0,28.0,50.0,27.0,6.955663859844208,0.019665762786170722
4344,53.0,27.0,52.0,27.0,52.0,28.0,53.0,28.0,53.0,27.0,2.1283524731794996,0.004031326168127577
4345,54.0,27.0,53.0,27.0,53.0,28.0,54.0,28.0,54.0,27.0,14.02100920677185,0.005500888080840518
4346,55.0,27.0,54.0,27.0,54.0,28.0,55.0,28.0,55.0,27.0,30.853289365768433,0.005119652319946524
4347,56.0,27.0,55.0,27.0,55.0,28.0,56.0,28.0,56.0,27.0,0.0,0.00880825393595549
4348,57.0,27.0,56.0,27.0,56.0,28.0,57.0,28.0,57.0,27.0,18.068534632523857,0.011055110500171945
4349,58.0,27.0,57.0,27.0,57.0,28.0,58.0,28.0,58.0,27.0,8.509662462123641e-16,0.009923122903007398
4350,59.0,27.0,58.0,27.0,58.0,28.0,59.0,28.0,59.0,27.0,2.714029330913985e-15,0.00412650926816957
4351,60.0,27.0,59.0,27.0,59.0,28.0,60.0,28.0,60.0,27.0,9.47466293970744,0.0027662425014111343
4352,61.0,27.0,60.0,27.0,60.0,28.0,61.0,28.0,61.0,27.0,0.12052869812274973,0.004139326530303603
4353,62.0,27.0,61.0,27.0,61.0,28.0,62.0,28.0,62.0,27.0,41.95079306761424,0.0038887608198005822
4355,65.0,27.0,64.0,27.0,64.0,28.0,65.0,28.0,65.0,27.0,66.66666666666666,0.003247317128097542
4356,66.0,27.0,65.0,27.0,65.0,28.0,66.0,28.0,66.0,27.0,100.00000397364299,0.0023678655593974422
4357,67.0,27.0,66.0,27.0,66.0,28.0,67.0,28.0,67.0,27.0,94.93881861368814,0.00441219087816748
4358,68.0,27.0,67.0,27.0,67.0,28.0,68.0,28.0,68.0,27.0,3.155402342478434,0.07231761187418072
4359,69.0,27.0,68.0,27.0,68.0,28.0,69.0,28.0,69.0,27.0,1.824072686334451,0.12891220310538307
4360,70.0,27.0,69.0,27.0,69.0,28.0,70.0,28.0,70.0,27.0,10.43165276447932,0.013891198091228161
4361,71.0,27.0,70.0,27.0,70.0,28.0,71.0,28.0,71.0,27.0,78.6162575085958,0.0037543591093099683
4362,72.0,27.0,71.0,27.0,71.0,28.0,72.0,28.0,72.0,27.0,99.83788530031839,0.008591737791392995
4363,73.0,27.0,72.0,27.0,72.0,28.0,73.0,28.0,73.0,27.0,96.54429952303568,0.027932604849707207
4364,74.0,27.0,73.0,27.0,73.0,28.0,74.0,28.0,74.0,27.0,60.46878099441528,0.04767807271092556
4365,75.0,27.0,74.0,27.0,74.0,28.0,75.0,28.0,75.0,27.0,27.947376171747845,0.0741865044299013
4366,76.0,27.0,75.0,27.0,75.0,28.0,76.0,28.0,76.0,27.0,13.898524145285288,0.20585550599866206
4367,77.0,27.0,76.0,27.0,76.0,28.0,77.0,28.0,77.0,27.0,19.412649174531303,0.1509156441736594
4368,78.0,27.0,77.0,27.0,77.0,28.0,78.0,28.0,78.0,27.0,1.9561785583694775,0.24848042864459066
4369,79.0,27.0,78.0,27.0,78.0,28.0,79.0,28.0,79.0,27.0,2.261066436767578,0.30008564167289714
4370,80.0,27.0,79.0,27.0,79.0,28.0,80.0,28.0,80.0,27.0,5.5908650159835815,0.2605611681383824
4371,81.0,27.0,80.0,27.0,80.0,28.0,81.0,28.0,81.0,27.0,1.4018198164800801,0.3402471846125452
4372,82.0,27.0,81.0,27.0,81.0,28.0,82.0,28.0,82.0,27.0,2.544012541572253,0.29944215202306446
4373,83.0,27.0,82.0,27.0,82.0,28.0,83.0,28.0,83.0,27.0,2.874021728833516,0.28916625391676914
4374,84.0,27.0,83.0,27.0,83.0,28.0,84.0,28.0,84.0,27.0,6.876310706138611,0.352564590941084
4375,85.0,27.0,84.0,27.0,84.0,28.0,85.0,28.0,85.0,27.0,12.185827394326527,0.2412904804002836
4376,86.0,27.0,85.0,27.0,85.0,28.0,86.0,28.0,86.0,27.0,3.3443075915177665,0.17273467562323297
4377,87.0,27.0,86.0,27.0,86.0,28.0,87.0,28.0,87.0,27.0,0.5876813394327958,0.07000499382864857
4378,88.0,27.0,87.0,27.0,87.0,28.0,88.0,28.0,88.0,27.0,3.045191429555416,0.05557558541682115
4379,89.0,27.0,88.0,27.0,88.0,28.0,89.0,28.0,89.0,27.0,83.19545984268188,0.10624721464032967
4380,90.0,27.0,89.0,27.0,89.0,28.0,90.0,28.0,90.0,27.0,52.23909616470337,0.03550014380976422
4381,91.0,27.0,90.0,27.0,90.0,28.0,91.0,28.0,91.0,27.0,85.09129484494528,0.018620229223462834
4382,92.0,27.0,91.0,27.0,91.0,28.0,92.0,28.0,92.0,27.0,61.8768572807312,0.034461297718480076
4383,93.0,27.0,92.0,27.0,92.0,28.0,93.0,28.0,93.0,27.0,93.32405726114908,0.04398932429519912
4384,94.0,27.0,93.0,27.0,93.0,28.0,94.0,28.0,94.0,27.0,16.131352384885155,0.05119187365518877
4385,95.0,27.0,94.0,27.0,94.0,28.0,95.0,28.0,95.0,27.0,11.113585035006206,0.11287052124703831
4386,96.0,27.0,95.0,27.0,95.0,28.0,96.0,28.0,96.0,27.0,34.87395743529002,0.07684383521960668
4387,97.0,27.0,96.0,27.0,96.0,28.0,97.0,28.0,97.0,27.0,81.29905462265015,0.004175148791535073
4388,98.0,27.0,97.0,27.0,97.0,28.0,98.0,28.0,98.0,27.0,98.45072031021118,0.0019154598284363746
4389,99.0,27.0,98.0,27.0,98.0,28.0,99.0,28.0,99.0,27.0,94.900643825531,0.0036932760383626266
4390,100.0,27.0,99.0,27.0,99.0,28.0,100.0,28.0,100.0,27.0,8.786862591902416,0.011365408327104124
4391,101.0,27.0,100.0,27.0,100.0,28.0,101.0,28.0,101.0,27.0,2.212577809890111,0.022634843840701167
4392,102.0,27.0,101.0,27.0,101.0,28.0,102.0,28.0,102.0,27.0,0.19930024282075465,0.019923708874788195
4393,103.0,27.0,102.0,27.0,102.0,28.0,103.0,28.0,103.0,27.0,0.41193394766499597,0.041627610849904635
4394,104.0,27.0,103.0,27.0,103.0,28.0,104.0,28.0,104.0,27.0,1.6304582357406616,0.07255828349466154
4395,105.0,27.0,104.0,27.0,104.0,28.0,105.0,28.0,105.0,27.0,1.1893301270902157,0.09025456023138757
4396,106.0,27.0,105.0,27.0,105.0,28.0,106.0,28.0,106.0,27.0,0.5286149525394042,0.11185736918238762
4397,107.0,27.0,106.0,27.0,106.0,28.0,107.0,28.0,107.0,27.0,4.87225316464901,0.10826028625099486
4398,108.0,27.0,107.0,27.0,107.0,28.0,108.0,28.0,108.0,27.0,0.3526452618340651,0.058774070934844665
4399,109.0,27.0,108.0,27.0,108.0,28.0,109.0,28.0,109.0,27.0,0.045813959635173276,0.045151225718641386
4400,110.0,27.0,109.0,27.0,109.0,28.0,110.0,28.0,110.0,27.0,5.731758723656336,0.0698256709274088
4401,111.0,27.0,110.0,27.0,110.0,28.0,111.0,28.0,111.0,27.0,3.4898302207390466,0.09548863712558915
4402,112.0,27.0,111.0,27.0,111.0,28.0,112.0,28.0,112.0,27.0,0.22005921540160975,0.17916674668297336
4403,113.0,27.0,112.0,27.0,112.0,28.0,113.0,28.0,113.0,27.0,28.616252541542053,0.18895837272113042
4404,114.0,27.0,113.0,27.0,113.0,28.0,114.0,28.0,114.0,27.0,5.386098598440489,0.10349966830499154
4405,115.0,27.0,114.0,27.0,114.0,28.0,115.0,28.0,115.0,27.0,0.2438379218801856,0.08281525808988216
4406,116.0,27.0,115.0,27.0,115.0,28.0,116.0,28.0,116.0,27.0,2.7199818442265196,0.08403471515981545
4407,117.0,27.0,116.0,27.0,116.0,28.0,117.0,28.0,117.0,27.0,2.1608348935842514,0.06294675674602866
4408,118.0,27.0,117.0,27.0,117.0,28.0,118.0,28.0,118.0,27.0,24.387205640474953,0.029852452087494694
4409,119.0,27.0,118.0,27.0,118.0,28.0,119.0,28.0,119.0,27.0,46.37036522229512,0.04372076350663838
4410,121.0,27.0,120.0,27.0,120.0,28.0,121.0,28.0,121.0,27.0,28.576661149660747,0.09083300976879995
4411,129.0,27.0,128.0,27.0,128.0,28.0,129.0,28.0,129.0,27.0,67.58397022883096,0.0035208154891232793
4413,-109.0,26.0,-110.0,26.0,-110.0,27.0,-109.0,27.0,-109.0,26.0,8.120213449001312,0.001313939405402544
4414,-108.0,26.0,-109.0,26.0,-109.0,27.0,-108.0,27.0,-108.0,26.0,5.262274915973345,0.01510527731796122
4415,-107.0,26.0,-108.0,26.0,-108.0,27.0,-107.0,27.0,-107.0,26.0,35.73087652524312,0.0017830472813274883
4416,-106.0,26.0,-107.0,26.0,-107.0,27.0,-106.0,27.0,-106.0,26.0,0.7406292560820777,0.0012991471259176475
4417,-105.0,26.0,-106.0,26.0,-106.0,27.0,-105.0,27.0,-105.0,26.0,21.898742020130157,0.0015690090123043764
4418,-104.0,26.0,-105.0,26.0,-105.0,27.0,-104.0,27.0,-104.0,26.0,85.84202925364175,0.0003361089041411268
4419,-103.0,26.0,-104.0,26.0,-104.0,27.0,-103.0,27.0,-103.0,26.0,96.46076758702597,0.007599135097632703
4421,-101.0,26.0,-102.0,26.0,-102.0,27.0,-101.0,27.0,-101.0,26.0,54.97363805770874,0.0002257616437135658
4422,-100.0,26.0,-101.0,26.0,-101.0,27.0,-100.0,27.0,-100.0,26.0,3.9957324353357158,0.12171055522857994
4423,-99.0,26.0,-100.0,26.0,-100.0,27.0,-99.0,27.0,-99.0,26.0,10.632718602816265,0.0032869532259196155
4424,-98.0,26.0,-99.0,26.0,-99.0,27.0,-98.0,27.0,-98.0,26.0,25.365975499153137,0.053423045536761256
4425,-97.0,26.0,-98.0,26.0,-98.0,27.0,-97.0,27.0,-97.0,26.0,28.64263951778412,0.0362275456787068
4426,-82.0,26.0,-83.0,26.0,-83.0,27.0,-82.0,27.0,-82.0,26.0,55.10077476501465,0.0015946508071552545
4427,-81.0,26.0,-82.0,26.0,-82.0,27.0,-81.0,27.0,-81.0,26.0,49.010328451792404,0.028532713220604185
4428,-80.0,26.0,-81.0,26.0,-81.0,27.0,-80.0,27.0,-80.0,26.0,20.261154572168984,0.16225070850472456
4429,13.0,26.0,12.0,26.0,12.0,27.0,13.0,27.0,13.0,26.0,89.8948828379313,0.0009675408960693208
4430,14.0,26.0,13.0,26.0,13.0,27.0,14.0,27.0,14.0,26.0,98.55280319849649,0.0008757128255402822
4431,15.0,26.0,14.0,26.0,14.0,27.0,15.0,27.0,15.0,26.0,53.71923645337423,0.0012639715429844105
4432,16.0,26.0,15.0,26.0,15.0,27.0,16.0,27.0,16.0,26.0,79.46270704269409,0.00014056206305123695
4433,28.0,26.0,27.0,26.0,27.0,27.0,28.0,27.0,28.0,26.0,54.30878400802612,2.497140635009344e-06
4434,32.0,26.0,31.0,26.0,31.0,27.0,32.0,27.0,32.0,26.0,2.1425386269887285,0.02757104275296692
4435,33.0,26.0,32.0,26.0,32.0,27.0,33.0,27.0,33.0,26.0,2.3264048621058464,0.13656741375811296
4436,38.0,26.0,37.0,26.0,37.0,27.0,38.0,27.0,38.0,26.0,96.82772159576416,0.0011016039291995752
4437,39.0,26.0,38.0,26.0,38.0,27.0,39.0,27.0,39.0,26.0,99.06577666600546,0.0008331967667251375
4438,43.0,26.0,42.0,26.0,42.0,27.0,43.0,27.0,43.0,26.0,43.245939413706466,0.005216029042749526
4439,44.0,26.0,43.0,26.0,43.0,27.0,44.0,27.0,44.0,26.0,1.1517134184638658,0.013022749861798247
4440,45.0,26.0,44.0,26.0,44.0,27.0,45.0,27.0,45.0,26.0,49.59044257799785,0.00835382193831495
4441,49.0,26.0,48.0,26.0,48.0,27.0,49.0,27.0,49.0,26.0,100.00000198682149,0.0009846448829892327
4442,50.0,26.0,49.0,26.0,49.0,27.0,50.0,27.0,50.0,26.0,65.34490187962851,0.03982984500467758
4443,64.0,26.0,63.0,26.0,63.0,27.0,64.0,27.0,64.0,26.0,97.4535882472992,0.006970150566375518
4444,65.0,26.0,64.0,26.0,64.0,27.0,65.0,27.0,65.0,26.0,66.66666467984518,0.0041324371041885875
4445,66.0,26.0,65.0,26.0,65.0,27.0,66.0,27.0,66.0,26.0,97.20037579536438,0.001948359652390618
4446,67.0,26.0,66.0,26.0,66.0,27.0,67.0,27.0,67.0,26.0,72.43973414103189,0.0052315690702923415
4447,68.0,26.0,67.0,26.0,67.0,27.0,68.0,27.0,68.0,26.0,3.7979605297247567,0.02680552979528302
4448,69.0,26.0,68.0,26.0,68.0,27.0,69.0,27.0,69.0,26.0,0.7202361555149157,0.11205341264925978
4449,70.0,26.0,69.0,26.0,69.0,27.0,70.0,27.0,70.0,26.0,12.772609293460846,0.022441980820480604
4450,71.0,26.0,70.0,26.0,70.0,27.0,71.0,27.0,71.0,26.0,99.27725593249002,0.011352943532702945
4451,72.0,26.0,71.0,26.0,71.0,27.0,72.0,27.0,72.0,26.0,98.87254238128662,0.02510343997574326
4452,73.0,26.0,72.0,26.0,72.0,27.0,73.0,27.0,73.0,26.0,60.77926754951477,0.054418073523950575
4453,74.0,26.0,73.0,26.0,73.0,27.0,74.0,27.0,74.0,26.0,41.08695685863495,0.07226109347662092
4454,75.0,26.0,74.0,26.0,74.0,27.0,75.0,27.0,75.0,26.0,16.543826460838318,0.09232447530920004
4455,76.0,26.0,75.0,26.0,75.0,27.0,76.0,27.0,76.0,26.0,6.442327052354813,0.06983821131078327
4456,77.0,26.0,76.0,26.0,76.0,27.0,77.0,27.0,77.0,26.0,16.666349271933235,0.08461324641776383
4457,78.0,26.0,77.0,26.0,77.0,27.0,78.0,27.0,78.0,26.0,22.503523528575897,0.09188722901049029
4458,79.0,26.0,78.0,26.0,78.0,27.0,79.0,27.0,79.0,26.0,13.39428722858429,0.13908014746578232
4459,80.0,26.0,79.0,26.0,79.0,27.0,80.0,27.0,80.0,26.0,4.965682948629061,0.15571768306702505
4460,81.0,26.0,80.0,26.0,80.0,27.0,81.0,27.0,81.0,26.0,1.4337584376335144,0.30762459169942225
4461,82.0,26.0,81.0,26.0,81.0,27.0,82.0,27.0,82.0,26.0,0.997443807621797,0.2967552060631433
4462,83.0,26.0,82.0,26.0,82.0,27.0,83.0,27.0,83.0,26.0,1.4930753658215203,0.3592383886950984
4463,84.0,26.0,83.0,26.0,83.0,27.0,84.0,27.0,84.0,26.0,1.9441924368341763,0.39938825267532235
4464,85.0,26.0,84.0,26.0,84.0,27.0,85.0,27.0,85.0,26.0,3.1615154817700386,0.48345919156987976
4465,86.0,26.0,85.0,26.0,85.0,27.0,86.0,27.0,86.0,26.0,0.4716976856191953,0.5922300908151129
4466,87.0,26.0,86.0,26.0,86.0,27.0,87.0,27.0,87.0,26.0,1.8958258753021557,0.41754505156697425
4467,88.0,26.0,87.0,26.0,87.0,27.0,88.0,27.0,88.0,26.0,0.8618198800832033,0.32549106384328075
4468,89.0,26.0,88.0,26.0,88.0,27.0,89.0,27.0,89.0,26.0,14.495753000179926,0.34107297723597935
4469,90.0,26.0,89.0,26.0,89.0,27.0,90.0,27.0,90.0,26.0,4.2557492852211,0.36284910826312206
4470,91.0,26.0,90.0,26.0,90.0,27.0,91.0,27.0,91.0,26.0,12.66137013832728,0.1528606020457149
4471,92.0,26.0,91.0,26.0,91.0,27.0,92.0,27.0,92.0,26.0,9.719351430733997,0.18373973128476045
4472,93.0,26.0,92.0,26.0,92.0,27.0,93.0,27.0,93.0,26.0,9.678690880537033,0.1637565935733833
4473,94.0,26.0,93.0,26.0,93.0,27.0,94.0,27.0,94.0,26.0,15.557813147703806,0.0685179592045269
4474,95.0,26.0,94.0,26.0,94.0,27.0,95.0,27.0,95.0,26.0,9.671398003896076,0.05574617906328103
4475,96.0,26.0,95.0,26.0,95.0,27.0,96.0,27.0,96.0,26.0,76.23032132784525,0.005074075738080297
4476,97.0,26.0,96.0,26.0,96.0,27.0,97.0,27.0,97.0,26.0,97.81292676925659,0.007374521353125661
4478,99.0,26.0,98.0,26.0,98.0,27.0,99.0,27.0,99.0,26.0,65.75457652409872,0.007067335331374584
4479,100.0,26.0,99.0,26.0,99.0,27.0,100.0,27.0,100.0,26.0,3.2687025144696236,0.020784890967266014
4480,101.0,26.0,100.0,26.0,100.0,27.0,101.0,27.0,101.0,26.0,1.5942468618353207,0.04435425684222949
4481,102.0,26.0,101.0,26.0,101.0,27.0,102.0,27.0,102.0,26.0,0.35797341261059046,0.04537360829927032
4482,103.0,26.0,102.0,26.0,102.0,27.0,103.0,27.0,103.0,26.0,6.643762315313022,0.029493171248892835
4483,104.0,26.0,103.0,26.0,103.0,27.0,104.0,27.0,104.0,26.0,8.602501700321834,0.05001352039570525
4484,105.0,26.0,104.0,26.0,104.0,27.0,105.0,27.0,105.0,26.0,2.3739489416281385,0.09341099200932904
4485,106.0,26.0,105.0,26.0,105.0,27.0,106.0,27.0,106.0,26.0,0.04755996827346583,0.09638442117299971
4486,107.0,26.0,106.0,26.0,106.0,27.0,107.0,27.0,107.0,26.0,4.282207787036896,0.14417231656376261
4487,108.0,26.0,107.0,26.0,107.0,27.0,108.0,27.0,108.0,26.0,0.008722809676934656,0.05850696340619381
4488,109.0,26.0,108.0,26.0,108.0,27.0,109.0,27.0,109.0,26.0,0.2026636153459549,0.03020950381883214
4489,110.0,26.0,109.0,26.0,109.0,27.0,110.0,27.0,110.0,26.0,0.10154574605015416,0.03670979668207912
4490,111.0,26.0,110.0,26.0,110.0,27.0,111.0,27.0,111.0,26.0,0.7108107364426057,0.042341964633942734
4491,112.0,26.0,111.0,26.0,111.0,27.0,112.0,27.0,112.0,26.0,3.3350509901841483,0.0959664357843942
4492,113.0,26.0,112.0,26.0,112.0,27.0,113.0,27.0,113.0,26.0,26.045383016268413,0.12644614200021775
4493,114.0,26.0,113.0,26.0,113.0,27.0,114.0,27.0,114.0,26.0,1.5718149331708748,0.07070458068567163
4494,115.0,26.0,114.0,26.0,114.0,27.0,115.0,27.0,115.0,26.0,4.150517409046492,0.09107340096039862
4495,116.0,26.0,115.0,26.0,115.0,27.0,116.0,27.0,116.0,26.0,1.7206223060687382,0.08798452655919294
4496,117.0,26.0,116.0,26.0,116.0,27.0,117.0,27.0,117.0,26.0,0.004128342819361327,0.059288914169905296
4497,118.0,26.0,117.0,26.0,117.0,27.0,118.0,27.0,118.0,26.0,79.36543424924216,0.045537393154393195
4498,119.0,26.0,118.0,26.0,118.0,27.0,119.0,27.0,119.0,26.0,81.61602218945822,0.041890926448512944
4499,120.0,26.0,119.0,26.0,119.0,27.0,120.0,27.0,120.0,26.0,18.211894234021507,0.205020969538702
4500,121.0,26.0,120.0,26.0,120.0,27.0,121.0,27.0,121.0,26.0,6.967513759930928,0.001521097679079452
4501,128.0,26.0,127.0,26.0,127.0,27.0,128.0,27.0,128.0,26.0,99.96544321378073,0.047515719611924793
4502,129.0,26.0,128.0,26.0,128.0,27.0,129.0,27.0,129.0,26.0,99.83235001564026,0.0015081109414317921
4504,-111.0,25.0,-112.0,25.0,-112.0,26.0,-111.0,26.0,-111.0,25.0,77.58450110753378,0.0020513423443962466
4505,-109.0,25.0,-110.0,25.0,-110.0,26.0,-109.0,26.0,-109.0,25.0,1.0703882202506065,0.002168265612820094
4506,-108.0,25.0,-109.0,25.0,-109.0,26.0,-108.0,26.0,-108.0,25.0,7.8384603063265486,0.012034023647817695
4507,-107.0,25.0,-108.0,25.0,-108.0,26.0,-107.0,26.0,-107.0,25.0,8.050925036271412,0.02984159099364358
4508,-106.0,25.0,-107.0,25.0,-107.0,26.0,-106.0,26.0,-106.0,25.0,12.878412400217107,0.0013854878145756447
4509,-105.0,25.0,-106.0,25.0,-106.0,26.0,-105.0,26.0,-105.0,25.0,3.3179400488734245,0.0022144384046067635
4510,-104.0,25.0,-105.0,25.0,-105.0,26.0,-104.0,26.0,-104.0,25.0,36.98837856451671,0.0019159682375761127
4511,-103.0,25.0,-104.0,25.0,-104.0,26.0,-103.0,26.0,-103.0,25.0,17.373585452636085,0.03668907636766548
